,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean
6,1.3258849771128832e+18,The threshold identification of Ballots is turning out to be even bigger than originally anticipated. A very large number of Ballots are impacted. Stay tuned!,False,False,493076,100609,2020-11-09,The threshold identification of Ballots is turning out to be even bigger than originally anticipated. A very large number of Ballots are impacted. Stay tuned!
11,1.325889532840063e+18,"Nevada is turning out to be a cesspool of Fake Votes. @mschlapp & @AdamLaxalt are finding things that, when released, will be absolutely shocking!",False,False,363489,78378,2020-11-09,"Nevada is turning out to be a cesspool of Fake Votes. & are finding things that, when released, will be absolutely shocking!"
12,1.3258914906363208e+18,Wisconsin is looking very good. Needs a little time statutorily. Will happen soon! @Reince @SeanDuffyWI,False,False,347994,61006,2020-11-09,Wisconsin is looking very good. Needs a little time statutorily. Will happen soon!
14,1.3258953809832755e+18,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.,False,False,479292,81458,2020-11-09,Pennsylvania prevented us from watching much of the Ballot count. Unthinkable and illegal in this country.
16,1.3258963695346074e+18,"Georgia will be a big presidential win, as it was the night of the Election!",False,False,637719,94570,2020-11-09,"Georgia will be a big presidential win, as it was the night of the Election!"
18,1.3461109560788173e+18,"How can you certify an election when the numbers being certified are verifiably WRONG. You will see the real numbers tonight during my speech, but especially on JANUARY 6th. @SenTomCotton Republicans have pluses & minuses, but one thing is sure, THEY NEVER FORGET!",False,False,211508,56945,2021-01-04,"How can you certify an election when the numbers being certified are verifiably WRONG. You will see the real numbers tonight during my speech, but especially on JANUARY 6th. Republicans have pluses & minuses, but one thing is sure, THEY NEVER FORGET!"
20,1.3461124441088369e+18,"“We’ve seen in the last few months, unprecedented amounts of Voter Fraud.” @SenTedCruz  True!",False,False,249177,53966,2021-01-04,"“We’ve seen in the last few months, unprecedented amounts of Voter Fraud.” True!"
21,1.3461151287192453e+18,"“We are not acting to thwart the Democratic process, we are acting to protect it.” @SenRonJohnson",False,False,272308,60779,2021-01-04,"“We are not acting to thwart the Democratic process, we are acting to protect it.”"
22,1.3461206456131502e+18,"The “Surrender Caucus” within the Republican Party will go down in infamy as weak and ineffective “guardians” of our Nation, who were willing to accept the certification of fraudulent presidential numbers!",False,False,235516,60242,2021-01-04,"The “Surrender Caucus” within the Republican Party will go down in infamy as weak and ineffective “guardians” of our Nation, who were willing to accept the certification of fraudulent presidential numbers!"
29,1.3462392278272655e+18,Heading to Georgia now. See you soon!,False,False,313859,38244,2021-01-04,Heading to Georgia now. See you soon!
30,1.3259561846130196e+18,"This is good news, it means I won! 
cc: @RepDougCollins @SecretarySonny https://t.co/zO4AlPF8O0",False,False,258866,55635,2020-11-10,"This is good news, it means I won! cc:"
31,1.3462715796642202e+18,"On my way, see you soon! https://t.co/7QW23k5b9r",False,False,185691,33097,2021-01-05,"On my way, see you soon!"
32,1.329054683441279e+18,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY! https://t.co/9coP3R44UQ,False,False,246973,54880,2020-11-18,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY!
33,1.328328547598e+18,Dominion is running our Election. Rigged! https://t.co/xvwrpLpAZa,False,False,163578,40680,2020-11-16,Dominion is running our Election. Rigged!
34,1.3259611163595162e+18,"...The worst polling ever, and then they’ll be back in four years to do it again. This is much more then voter and campaign finance suppression!",False,False,156817,28082,2020-11-10,"...The worst polling ever, and then they’ll be back in four years to do it again. This is much more then voter and caign finance suppression!"
37,1.3283303031030006e+18,I strongly stand with Kelly & David. They are both great and MUST WIN! https://t.co/eqr95Lc2aC,False,False,122871,21461,2020-11-16,I strongly stand with Kelly & David. They are both great and MUST WIN!
39,1.3259614450629386e+18,"As I have long said, @Pfizer and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the @US_FDA should have announced it earlier, not for political purposes, but for saving lives!",False,False,292245,59870,2020-11-10,"As I have long said, and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the  FDA should have announced it earlier, not for political purposes, but for saving lives!"
40,1.325961115352838e+18,"...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything...",False,False,152654,27735,2020-11-10,"...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything..."
41,1.3259611145140388e+18,".@FoxNews, @QuinnipiacPoll, ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tampering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...",False,False,254530,53987,2020-11-10,"., , ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference..."
42,1.346469204740903e+18,"Pleased to announce that @KLoeffler & @sendavidperdue have just joined our great #StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!",False,False,177332,42347,2021-01-05,"Pleased to announce that & have just joined our great StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!"
43,1.3259616723438756e+18,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the @US_FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!",False,False,332731,56327,2020-11-10,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the  FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!"
44,1.3259622033469727e+18,"The @US_FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!",False,False,378553,71310,2020-11-10,"The  FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!"
45,1.328349382023e+18,Who will be running for Governor of the Great State of Ohio? Will be hotly contested!,False,False,218908,30412,2020-11-16,Who will be running for Governor of the Great State of Ohio? Will be hotly contested!
46,1.328341927641682e+18,"Another Vaccine just announced. This time by Moderna, 95% effective. For those great “historians”, please remember that these great discoveries, which will end the China Plague, all took place on my watch!",False,False,318583,51556,2020-11-16,"Another Vaccine just announced. This time by Moderna, 95% effective. For those great “historians”, please remember that these great discoveries, which will end the China Plague, all took place on my watch!"
47,1.3283382412846162e+18,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!,False,False,254635,50961,2020-11-16,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!
48,1.3464721116032164e+18,"Georgia, get out and VOTE for two great Senators, @KLoeffler and @sendavidperdue. So important to do so!",False,False,215340,41746,2021-01-05,"Georgia, get out and VOTE for two great Senators, and . So important to do so!"
49,1.3464784821050696e+18,See you in D.C. https://t.co/ti4bChnPKz,False,False,127896,25649,2021-01-05,See you in D.C.
50,1.3290979467769403e+18,"FLOYD COUNTY, GEORGIA! 
https://t.co/mIZ5rmdkvw",False,False,182698,52653,2020-11-18,"FLOYD COUNTY, GEORGIA!"
52,1.3464883141577974e+18,The Vice President has the power to reject fraudulently chosen electors.,False,False,429984,90069,2021-01-05,The Vice President has the power to reject fraudulently chosen electors.
53,1.3290647871421727e+18,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more! https://t.co/YDh7A7wxLW",False,False,141951,33060,2020-11-18,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more!"
56,1.3260313791513272e+18,Nolte: Bret Baier Deletes Tweet that Exposed Backlash Against Fox News https://t.co/k98LQLPwsK via @BreitbartNews,False,False,134308,33954,2020-11-10,Nolte: Bret Baier Deletes Tweet that Exposed Backlash Against Fox News via
57,1.3465214476493906e+18,"Reports are coming out of the 12th Congressional District of Georgia that Dominion Machines are not working in certain Republican Strongholds for over an hour. Ballots are being left in lock boxes, hopefully they count them. Thank you Congressman @RickAllen!",False,False,198868,54896,2021-01-05,"Reports are coming out of the 12th Congressional District of Georgia that Dominion Machines are not working in certain Republican Strongholds for over an hour. Ballots are being left in lock boxes, hopefully they count them. Thank you Congressman !"
59,1.3295217710417265e+18,We withdrew because we won! https://t.co/aMoNQXEj4z,False,False,191015,36464,2020-11-19,We withdrew because we won!
60,1.3465383178070344e+18,GEORGIA! Get out today and VOTE for @KLoeffler and @Perduesenate! https://t.co/YKiSx7d7lp,False,False,166781,33228,2021-01-05,GEORGIA! Get out today and VOTE for and !
61,1.3260363948468593e+18,Nothing! https://t.co/OurKkatwbE,False,False,252613,47939,2020-11-10,Nothing!
63,1.3465787064379638e+18,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!",False,False,328137,82574,2021-01-05,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!"
64,1.3295214295750492e+18,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election https://t.co/d8YFhFzA5w via @BreitbartNews Rigged Election!,False,False,115529,25660,2020-11-19,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election via Rigged Election!
66,1.3261479135426683e+18,"“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.” @MariaBartiromo",False,False,302777,56646,2020-11-10,"“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.”"
67,1.3465803187452068e+18,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen. @senatemajldr @JohnCornyn @SenJohnThune",False,False,210988,55852,2021-01-05,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen."
68,1.329478149609042e+18,"Lawyers now on @newsmax, @OANN & maybe @FoxNews. An open and shut case of voter fraud. Massive numbers!",False,False,300663,60309,2020-11-19,"Lawyers now on , & maybe . An open and shut case of voter fraud. Massive numbers!"
69,1.329463691205628e+18,"THE COVID DRUGS NOW AVAILABLE TO MAKE PEOPLE BETTER ARE AMAZING, BUT SELDOM TALKED ABOUT BY THE MEDIA! Mortality rate is 85% down!",False,False,255959,45468,2020-11-19,"THE COVID DRUGS NOW AVAILABLE TO MAKE PEOPLE BETTER ARE AMAZING, BUT SELDOM TALKED ABOUT BY THE MEDIA! Mortality rate is 85% down!"
70,1.3294056827062477e+18,"Voter Fraud in Detroit is rampant, and has been for many years!",False,False,300049,50116,2020-11-19,"Voter Fraud in Detroit is rant, and has been for many years!"
71,1.3261490412484076e+18,"“Only because of President Trump, we are going to have a Vaccine by the end of the year.”  Ronny Jackson, Texas Congressman-Elect",False,False,375658,56155,2020-11-10,"“Only because of President Trump, we are going to have a Vaccine by the end of the year.” Ronny Jackson, Texas Congressman-Elect"
72,1.3465835372569764e+18,"Antifa is a Terrorist Organization, stay out of Washington. Law enforcement is watching you very closely! @DeptofDefense @TheJusticeDept @DHSgov @DHS_Wolf @SecBernhardt @SecretService @FBI",False,False,273329,71140,2021-01-05,"Antifa is a Terrorist Organization, stay out of Washington. Law enforcement is watching you very closely!  Wolf"
73,1.326158564449276e+18,WE ARE MAKING BIG PROGRESS. RESULTS START TO COME IN NEXT WEEK. MAKE AMERICA GREAT AGAIN!,False,False,638933,106449,2020-11-10,WE ARE MAKING BIG PROGRESS. RESULTS START TO COME IN NEXT WEEK. MAKE AMERICA GREAT AGAIN!
74,1.329459995893764e+18,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.” @OANN",False,False,249157,58056,2020-11-19,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.”"
75,1.3294241341666875e+18,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough! @BrianKempGA",False,False,217844,47813,2020-11-19,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough!"
76,1.3319871717005107e+18,"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.",False,False,496524,98943,2020-11-26,"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION."
77,1.3465880640266854e+18,I will be speaking at the SAVE AMERICA RALLY tomorrow on the Ellipse at 11AM Eastern. Arrive early — doors open at 7AM Eastern. BIG CROWDS! https://t.co/k4blXESc0c,False,False,192930,51087,2021-01-05,I will be speaking at the SAVE AMERICA RALLY tomorrow on the Ellipse at 11AM Eastern. Arrive early — doors open at 7AM Eastern. BIG CROWDS!
78,1.3261587608265605e+18,WE WILL WIN!,False,False,1023598,164891,2020-11-10,WE WILL WIN!
79,1.3319880846369874e+18,HAPPY THANKSGIVING! https://t.co/56e8Qy7O22,False,False,235449,39403,2020-11-26,HAPPY THANKSGIVING!
80,1.3261861267098214e+18,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!",False,False,420361,74544,2020-11-10,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!"
81,1.3320557595516805e+18,No thanks! https://t.co/IYQSotnMG9,False,False,180746,26634,2020-11-26,No thanks!
82,1.3261862971579638e+18,BALLOT COUNTING ABUSE!,False,False,525218,77977,2020-11-10,BALLOT COUNTING ABUSE!
83,1.3297596017476936e+18,Great book! https://t.co/Aq4Qus3u4r,False,False,64352,9261,2020-11-20,Great book!
84,1.346652589673345e+18,BIG NEWS IN PENNSYLVANIA! https://t.co/7JqTWYUgOr,False,False,270262,73129,2021-01-06,BIG NEWS IN PENNSYLVANIA!
85,1.3297600153144648e+18,A Rigged Election! https://t.co/dAviFrkEP4,False,False,242642,52267,2020-11-20,A Rigged Election!
86,1.3320622590787215e+18,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand! https://t.co/N28yIoRsm5",False,False,145048,31529,2020-11-26,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand!"
87,1.346659909492998e+18,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,False,False,331427,77805,2021-01-06,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?
88,1.3261908000704717e+18,Highly Respected Ken Starr: “Pennsylvania’s three-day extension of the mail-in ballot deadline is a Constitutional Travesty.” Legal scholars agree!,False,False,318729,61594,2020-11-10,Highly Respected Ken Starr: “Pennsylvania’s three-day extension of the mail-in ballot deadline is a Constitutional Travesty.” Legal scholars agree!
89,1.329761125404205e+18,Will use these charts in court case. The Election was a HOAX. Thank you Justin! https://t.co/9Ue7ysDIVb,False,False,136898,34188,2020-11-20,Will use these charts in court case. The Election was a HOAX. Thank you Justin!
90,1.3320650101352817e+18,"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!! https://t.co/rm0ygRnW3S",False,False,114106,21303,2020-11-26,"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!!"
91,1.3261941431320822e+18,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",False,False,349531,69352,2020-11-10,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!"
92,1.3466850238612726e+18,Just happened to have found another 4000 ballots from Fulton County. Here we go!,False,False,306738,69530,2021-01-06,Just happened to have found another 4000 ballots from Fulton County. Here we go!
93,1.3297616633236726e+18,@justin_hart There will be no lockdowns other than those done by certain Democrat governors!,False,False,30870,9706,2020-11-20, hart There will be no lockdowns other than those done by certain Democrat governors!
94,1.3320657759900426e+18,So much TRUTH! https://t.co/zdVj5Dnwnb,False,False,125237,23149,2020-11-26,So much TRUTH!
95,1.326205245953872e+18,Happy 245th Birthday to the @USMC! #HappyBirthdayMarines https://t.co/ruAkzKhhrJ https://t.co/0DjMwME0km,False,False,194740,33576,2020-11-10,Happy 245th Birthday to the ! HappyBirthdayMarines
96,1.3262111787465646e+18,"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopefully confirm him to the FCC ASAP! We need action NOW on this very important nomination!! @SenatorWicker @MarshaBlackburn @senatemajldr",False,False,59,9,2020-11-10,"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopefully confirm him to the FCC ASAP! We need action NOW on this very important nomination!!"
97,1.3262115079826596e+18,Pennsylvania Party Leadership votes are this week. I hope they pick very tough and smart fighters. We will WIN!!,False,False,402963,56782,2020-11-10,Pennsylvania Party Leadership votes are this week. I hope they pick very tough and smart fighters. We will WIN!!
98,1.3297696665463726e+18,"RINO Mitt Romney should read this. I’m sure, however, that he feels he got slaughtering by Obama “fair and square”. https://t.co/GGZKfSAp8z",False,False,96823,21726,2020-11-20,"RINO Mitt Romney should read this. I’m sure, however, that he feels he got slaughtering by Obama “fair and square”."
99,1.332066337833816e+18,A brilliant woman of courage! https://t.co/2hFos1Uwen,False,False,177381,31732,2020-11-26,A brilliant woman of courage!
100,1.326211428999721e+18,"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopefully confirm him to the FCC ASAP! We need action NOW on this very important nomination!! @SenatorWicker @MarshaBlackburn @senatemajldr",False,False,190240,35613,2020-11-10,"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopefully confirm him to the FCC ASAP! We need action NOW on this very important nomination!!"
101,1.3466939069903053e+18,Get smart Republicans. FIGHT! https://t.co/3fs1oPVnAx,False,False,127234,26083,2021-01-06,Get smart Republicans. FIGHT!
102,1.3297705223061135e+18,The great @FoxNews daytime ratings CRASH will only get worse! https://t.co/GdOWwV7EOY,False,False,120977,23906,2020-11-20,The great daytime ratings CRASH will only get worse!
103,1.3263040910358815e+18,Ballot Corruption will be exposed tonight at 9:00pmE on @SeanHannity on @FoxNews!,False,False,457163,91847,2020-11-10,Ballot Corruption will be exposed tonight at 9:00pmE on on !
104,1.3321555143866e+18,"A must read. Impossible for Biden to have overcome these, and even greater, odds! https://t.co/cmYFY0va6p",False,False,191085,52982,2020-11-27,"A must read. Impossible for Biden to have overcome these, and even greater, odds!"
106,1.3466982173045842e+18,"If Vice President @Mike_Pence comes through for us, we will win the Presidency. Many States want to decertify the mistake they made in certifying incorrect & even fraudulent numbers in a process  NOT approved by their State Legislatures (which it must be). Mike can send it back!",False,False,289835,66961,2021-01-06,"If Vice President  Pence comes through for us, we will win the Presidency. Many States want to decertify the mistake they made in certifying incorrect & even fraudulent numbers in a process NOT approved by their State Legislatures (which it must be). Mike can send it back!"
107,1.3297718003692257e+18,"Thank you Elizabeth, LOVE! https://t.co/iopJ0AJ1KV",False,False,118257,19945,2020-11-20,"Thank you Elizabeth, LOVE!"
108,1.3321697530042245e+18,"I gave a long news conference today after wishing the military a Happy Thanksgiving, & realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!",False,False,274247,59077,2020-11-27,"I gave a long news conference today after wishing the military a Happy Thanksgiving, & realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!"
109,1.346805405998076e+18,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,False,False,193930,36209,2021-01-06,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!
110,1.3321739961341952e+18,"Twitter is sending out totally false “Trends” that have absolutely nothing to do with what is really trending in the world. They make it up, and only negative “stuff”. Same thing will happen to Twitter as is happening to @FoxNews daytime. Also, big Conservative discrimination!",False,False,267630,56539,2020-11-27,"Twitter is sending out totally false “Trends” that have absolutely nothing to do with what is really trending in the world. They make it up, and only negative “stuff”. Same thing will happen to Twitter as is happening to daytime. Also, big Conservative discrimination!"
112,1.3468080756264264e+18,"States want to correct their votes, which they now know were based on irregularities and fraud, plus corrupt process never received legislative approval.  All Mike Pence has to do is send them back to the States, AND WE WIN. Do it Mike, this is a time for extreme courage!",False,False,251729,62503,2021-01-06,"States want to correct their votes, which they now know were based on irregularities and fraud, plus corrupt process never received legislative approval. All Mike Pence has to do is send them back to the States, AND WE WIN. Do it Mike, this is a time for extreme courage!"
113,1.3297804676635648e+18,We have great support on the Election Hoax! https://t.co/ChpkuZvc4s,False,False,157307,30860,2020-11-20,We have great support on the Election Hoax!
114,1.3321751551042478e+18,"For purposes of National Security, Section 230 must be immediately terminated!!!",False,False,402784,79394,2020-11-27,"For purposes of National Security, Section 230 must be immediately terminated!!!"
115,1.3263264967603036e+18,"“I don’t care what State your in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",False,False,19076,5644,2020-11-11,"“I don’t care what State your in, this computer voting system is wide open to fraud and intervention.” True, and wait until you see what’s coming!"
116,1.346809349214249e+18,"THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!",False,False,344390,66595,2021-01-06,"THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!"
117,1.3468188552980726e+18,"They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!",False,False,377295,92437,2021-01-06,"They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!"
118,1.3263275820742203e+18,"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",False,False,400607,79747,2020-11-11,"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” True, and wait until you see what’s coming!"
119,1.332317394165969e+18,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!",False,False,277136,73437,2020-11-27,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!"
120,1.332317347722498e+18,"BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES. @OANN",False,False,253400,73075,2020-11-27,"BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES."
121,1.332317341359743e+18,“President Trump nominates record number of Federal Judges.” @OANN,False,False,195398,27882,2020-11-27,“President Trump nominates record number of Federal Judges.”
122,1.326328112834093e+18,But how many ballots were fraudulently cast for the Dems? Did people vote after the election had ended? Did officials actually not allow OBSERVERS and Poll Watchers to look for an honest count? https://t.co/3J198nhQQy,False,False,42,14,2020-11-11,But how many ballots were fraudulently cast for the Dems? Did people vote after the election had ended? Did officials actually not allow OBSERVERS and Poll Watchers to look for an honest count?
123,1.346822610957562e+18,The States want to redo their votes. They found out they voted on a FRAUD. Legislatures never approved. Let them do it. BE STRONG!,False,False,303347,69832,2021-01-06,The States want to redo their votes. They found out they voted on a FRAUD. Legislatures never approved. Let them do it. BE STRONG!
125,1.3468229580068864e+18,Even Mexico uses Voter I.D.,False,False,458141,72314,2021-01-06,Even Mexico uses Voter I.D.
126,1.326342742801326e+18,"Andrew McCabe was exposed for who he is today in the U.S. Senate. He was totally destroyed - an ignorant fool. The great people of the FBI must make sure that he and his former boss, James Comey, pay the price for what they have done to the reputation of the FBI.",False,False,293356,61658,2020-11-11,"Andrew McCabe was exposed for who he is today in the U.S. Senate. He was totally destroyed - an ignorant fool. The great people of the FBI must make sure that he and his former boss, James Comey, pay the price for what they have done to the reputation of the FBI."
127,1.3297848122578903e+18,Giuliani: The Case for Election Fraud Being Made By Americans https://t.co/yNfaKqYzCO via @BreitbartNews,False,False,158823,38601,2020-11-20,Giuliani: The Case for Election Fraud Being Made By Americans via
128,1.3323173201910743e+18,"REPORT: Biden’s Thanksgiving Day Address gets just 1000 views online, a record low. Observers say a candidate with “80,000,000” votes would get many more online viewers. Numbers don’t lie, or add up! @OANN",False,False,252891,53039,2020-11-27,"REPORT: Biden’s Thanksgiving Day Address gets just 1000 views online, a record low. Observers say a candidate with “80,000,000” votes would get many more online viewers. Numbers don’t lie, or add up!"
129,1.3468451097368453e+18,These scoundrels are only toying with the @sendavidperdue (a great guy) vote. Just didn’t want to announce quite yet. They’ve got as many ballots as are necessary. Rigged Election!,False,False,246426,56883,2021-01-06,These scoundrels are only toying with the (a great guy) vote. Just didn’t want to announce quite yet. They’ve got as many ballots as are necessary. Rigged Election!
130,1.326343694912467e+18,That’s why Mike was number one in his class at West Point! https://t.co/hldYAphqmM,False,False,254503,53239,2020-11-11,That’s why Mike was number one in his class at West Point!
131,1.326345492834513e+18,Thanks Dan. Big win for us in Texas! https://t.co/MqNSOf6AWP,False,False,167210,30054,2020-11-11,Thanks Dan. Big win for us in Texas!
132,1.3298521776371343e+18,News Conference on Reduced Drug Prices at 2:30 P.M.,False,False,234298,28119,2020-11-20,News Conference on Reduced Drug Prices at 2:30 P.M.
133,1.346900434540241e+18,"Mike Pence didn’t have the courage to do what should have been done to protect our Country and our Constitution, giving States a chance to certify a corrected set of facts, not the fraudulent or inaccurate ones which they were asked to previously certify. USA demands the truth!",False,False,0,0,2021-01-06,"Mike Pence didn’t have the courage to do what should have been done to protect our Country and our Constitution, giving States a chance to certify a corrected set of facts, not the fraudulent or inaccurate ones which they were asked to previously certify. USA demands the truth!"
134,1.3263463148425626e+18,He should pay a big price for his subversion! https://t.co/1nFjPBpvfV,False,False,151688,38106,2020-11-11,He should pay a big price for his subversion!
135,1.3292951028340572e+18,“Statistical sampling to prove widespread voter fraud...multiple accounts of fraud and voting irregularities may overturn election”...call for paper ballots.  @RandPaul  @OANN,False,False,231091,48072,2020-11-19,“Statistical sling to prove widespread voter fraud...multiple accounts of fraud and voting irregularities may overturn election”...call for paper ballots.
137,1.3469041109693153e+18,Please support our Capitol Police and Law Enforcement. They are truly on the side of our Country. Stay peaceful!,False,False,582183,107460,2021-01-06,Please support our Capitol Police and Law Enforcement. They are truly on the side of our Country. Stay peaceful!
